team,stat,value,class,target,table,league,country,season
vs. Independiente Rivadavia,xG,0.83,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Instituto,xG,0.87,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Lanús,xG,1.32,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Newell's OB,xG,1.02,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Platense,xG,0.8,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Racing Club,xG,0.84,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. River Plate,xG,0.95,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Rosario Central,xG,0.95,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. San Lorenzo,xG,0.79,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Sarmiento,xG,1.13,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Talleres,xG,0.77,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Tigre,xG,1.31,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Unión,xG,0.75,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,xG,1.01,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Arg Juniors,xAG,0.51,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,xAG,0.55,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Banfield,xAG,0.98,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Barracas Central,xAG,1.15,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Belgrano,xAG,0.62,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Boca Juniors,xAG,0.85,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,xAG,1.0,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Defensa y Just,xAG,0.87,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,xAG,0.88,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Estudiantes,xAG,0.74,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,xAG,0.75,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Godoy Cruz,xAG,0.83,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Huracán,xAG,0.63,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente,xAG,0.6,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,xAG,0.57,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Instituto,xAG,0.59,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Lanús,xAG,0.83,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Newell's OB,xAG,0.62,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Platense,xAG,0.55,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Racing Club,xAG,0.55,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. River Plate,xAG,0.72,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Rosario Central,xAG,0.54,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. San Lorenzo,xAG,0.58,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Sarmiento,xAG,0.94,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Talleres,xAG,0.59,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Tigre,xAG,0.89,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Unión,xAG,0.5,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,xAG,0.78,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Arg Juniors,xG+xAG,1.29,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,xG+xAG,1.41,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Banfield,xG+xAG,2.49,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Barracas Central,xG+xAG,2.81,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Belgrano,xG+xAG,1.7,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Boca Juniors,xG+xAG,2.23,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,xG+xAG,2.38,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Defensa y Just,xG+xAG,2.24,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,xG+xAG,1.98,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Estudiantes,xG+xAG,1.77,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,xG+xAG,1.91,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Godoy Cruz,xG+xAG,1.83,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Huracán,xG+xAG,1.43,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente,xG+xAG,1.51,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,xG+xAG,1.4,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Instituto,xG+xAG,1.46,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Lanús,xG+xAG,2.15,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Newell's OB,xG+xAG,1.64,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Platense,xG+xAG,1.35,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Racing Club,xG+xAG,1.4,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. River Plate,xG+xAG,1.67,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Rosario Central,xG+xAG,1.49,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. San Lorenzo,xG+xAG,1.37,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Sarmiento,xG+xAG,2.07,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Talleres,xG+xAG,1.36,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Tigre,xG+xAG,2.2,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Unión,xG+xAG,1.25,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,xG+xAG,1.79,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Arg Juniors,npxG,0.65,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,npxG,0.72,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Banfield,npxG,1.4,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Barracas Central,npxG,1.45,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Belgrano,npxG,0.95,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Boca Juniors,npxG,1.16,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,npxG,1.38,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Defensa y Just,npxG,1.16,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,npxG,1.03,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Estudiantes,npxG,0.96,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,npxG,1.02,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Godoy Cruz,npxG,1.0,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Huracán,npxG,0.81,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente,npxG,0.77,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,npxG,0.75,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Instituto,npxG,0.73,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Lanús,npxG,1.25,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Newell's OB,npxG,0.88,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Platense,npxG,0.8,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Racing Club,npxG,0.78,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. River Plate,npxG,0.81,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Rosario Central,npxG,0.73,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. San Lorenzo,npxG,0.79,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Sarmiento,npxG,1.13,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Talleres,npxG,0.7,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Tigre,npxG,1.1,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Unión,npxG,0.68,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,npxG,0.94,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Arg Juniors,npxG+xAG,1.15,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Atlé Tucumán,npxG+xAG,1.26,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Banfield,npxG+xAG,2.38,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Barracas Central,npxG+xAG,2.6,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Belgrano,npxG+xAG,1.56,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Boca Juniors,npxG+xAG,2.01,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Cen. Córdoba–SdE,npxG+xAG,2.38,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Defensa y Just,npxG+xAG,2.03,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Deportivo Riestra,npxG+xAG,1.91,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Estudiantes,npxG+xAG,1.7,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Gimnasia–LP,npxG+xAG,1.77,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Godoy Cruz,npxG+xAG,1.83,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Huracán,npxG+xAG,1.43,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente,npxG+xAG,1.37,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Independiente Rivadavia,npxG+xAG,1.32,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Instituto,npxG+xAG,1.33,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Lanús,npxG+xAG,2.08,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Newell's OB,npxG+xAG,1.49,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Platense,npxG+xAG,1.35,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Racing Club,npxG+xAG,1.33,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. River Plate,npxG+xAG,1.53,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Rosario Central,npxG+xAG,1.28,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. San Lorenzo,npxG+xAG,1.37,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Sarmiento,npxG+xAG,2.07,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Talleres,npxG+xAG,1.29,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Tigre,npxG+xAG,1.99,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Unión,npxG+xAG,1.18,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
vs. Vélez Sarsfield,npxG+xAG,1.72,Por 90 Minutos,Against,Standard,Liga Profesional,Argentina,2024
Arg Juniors,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Atlé Tucumán,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Banfield,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Barracas Central,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Belgrano,PL,3.0,,For,Keeper,Liga Profesional,Argentina,2024
Boca Juniors,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Defensa y Just,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Deportivo Riestra,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Estudiantes,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Gimnasia–LP,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Godoy Cruz,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Huracán,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Independiente,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Independiente Rivadavia,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Instituto,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Lanús,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Newell's OB,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Platense,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Racing Club,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
River Plate,PL,3.0,,For,Keeper,Liga Profesional,Argentina,2024
Rosario Central,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
San Lorenzo,PL,3.0,,For,Keeper,Liga Profesional,Argentina,2024
Sarmiento,PL,3.0,,For,Keeper,Liga Profesional,Argentina,2024
Talleres,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Tigre,PL,1.0,,For,Keeper,Liga Profesional,Argentina,2024
Unión,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Vélez Sarsfield,PL,2.0,,For,Keeper,Liga Profesional,Argentina,2024
Arg Juniors,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Atlé Tucumán,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Banfield,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Barracas Central,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Belgrano,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Boca Juniors,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Defensa y Just,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Deportivo Riestra,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Estudiantes,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Gimnasia–LP,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Godoy Cruz,PJ,10.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Huracán,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Independiente,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Independiente Rivadavia,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Instituto,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Lanús,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Newell's OB,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Platense,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Racing Club,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
River Plate,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Rosario Central,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
San Lorenzo,PJ,10.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Sarmiento,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Talleres,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Tigre,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Unión,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Vélez Sarsfield,PJ,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Arg Juniors,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Atlé Tucumán,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Banfield,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Barracas Central,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Belgrano,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Boca Juniors,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Defensa y Just,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Deportivo Riestra,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Estudiantes,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Gimnasia–LP,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Godoy Cruz,Titular,10.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Huracán,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Independiente,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Independiente Rivadavia,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Instituto,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Lanús,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Newell's OB,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Platense,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Racing Club,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
River Plate,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Rosario Central,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
San Lorenzo,Titular,10.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Sarmiento,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Talleres,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Tigre,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Unión,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Vélez Sarsfield,Titular,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Arg Juniors,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Atlé Tucumán,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Banfield,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Barracas Central,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Belgrano,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Boca Juniors,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Cen. Córdoba–SdE,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Defensa y Just,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Deportivo Riestra,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Estudiantes,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Gimnasia–LP,Mín,989.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Godoy Cruz,Mín,900.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Huracán,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Independiente,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Independiente Rivadavia,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Instituto,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Lanús,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Newell's OB,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Platense,Mín,989.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Racing Club,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
River Plate,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Rosario Central,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
San Lorenzo,Mín,900.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Sarmiento,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Talleres,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Tigre,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Unión,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Vélez Sarsfield,Mín,990.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Arg Juniors,90 s,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
Atlé Tucumán,90 s,11.0,Tiempo Jugado,For,Keeper,Liga Profesional,Argentina,2024
